"","new_window","kurtosis_roll_belt","kurtosis_picth_belt","kurtosis_yaw_belt","skewness_roll_belt","skewness_roll_belt.1","skewness_yaw_belt","max_roll_belt","max_picth_belt","max_yaw_belt","min_roll_belt","min_pitch_belt","min_yaw_belt","amplitude_roll_belt","amplitude_pitch_belt","amplitude_yaw_belt","var_total_accel_belt","avg_roll_belt","var_roll_belt","avg_pitch_belt","var_pitch_belt","avg_yaw_belt","var_yaw_belt","var_accel_arm","avg_roll_arm","var_roll_arm","avg_pitch_arm","var_pitch_arm","avg_yaw_arm","var_yaw_arm","kurtosis_roll_arm","kurtosis_picth_arm","kurtosis_yaw_arm","skewness_roll_arm","skewness_pitch_arm","skewness_yaw_arm","max_roll_arm","max_picth_arm","max_yaw_arm","min_roll_arm","min_pitch_arm","min_yaw_arm","amplitude_roll_arm","amplitude_pitch_arm","amplitude_yaw_arm","kurtosis_roll_dumbbell","kurtosis_picth_dumbbell","kurtosis_yaw_dumbbell","skewness_roll_dumbbell","skewness_pitch_dumbbell","skewness_yaw_dumbbell","max_roll_dumbbell","max_picth_dumbbell","max_yaw_dumbbell","min_roll_dumbbell","min_pitch_dumbbell","min_yaw_dumbbell","amplitude_roll_dumbbell","amplitude_pitch_dumbbell","amplitude_yaw_dumbbell","total_accel_dumbbell","var_accel_dumbbell","avg_roll_dumbbell","var_roll_dumbbell","avg_pitch_dumbbell","var_pitch_dumbbell","avg_yaw_dumbbell","var_yaw_dumbbell","kurtosis_roll_forearm","kurtosis_picth_forearm","kurtosis_yaw_forearm","skewness_roll_forearm","skewness_pitch_forearm","skewness_yaw_forearm","max_roll_forearm","max_picth_forearm","max_yaw_forearm","min_roll_forearm","min_pitch_forearm","min_yaw_forearm","amplitude_roll_forearm","amplitude_pitch_forearm","amplitude_yaw_forearm","total_accel_forearm","var_accel_forearm","avg_roll_forearm","var_roll_forearm","avg_pitch_forearm","var_pitch_forearm","avg_yaw_forearm","var_yaw_forearm","classe"
"1532","yes",-0.688262,-2.038222,NA,1.160174,0.242696,NA,174,18,-0.7,173,17,-0.7,1,1,0,0.3,121.1,0.1,-43.9,0,173.3,0.19,2.0664,4.9523,57.3732,68.9884,31.1587,-67.4047,146.1933,1.64945,-0.93746,2.01284,-1.35749,0.33635,-1.38854,74.7,-43.9,29,51.5,-85.1,23,23.2,41.2,6,-0.3178,-0.5776,NA,-0.28,0.4436,NA,-21.3,-83.9,-0.3,-33.8,-98.2,-0.3,12.5,14.28,0,20,1.4286,57.4331,11.3885,-26.8317,8.2799,-92.0812,13.2709,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,45,34.13511,0,0,0,0,0,0,"A"
"1586","yes",-0.330885,0.65132,NA,1.298099,1.620318,NA,173,18,-0.3,172,17,-0.3,1,1,0,0.2,121.1,0.1,-43.6,0,172.2,0.18,77.7669,30.5277,20.1638,-14.0717,957.9789,-20.6794,98.8486,-1.29137,-1.7622,-1.43284,0.42744,-0.10258,-0.03455,41.9,-7.5,29,-49.7,-33.3,3,91.6,25.82,26,-0.3802,0.3704,NA,0.2248,0.6747,NA,-22.1,-81.5,-0.4,-37.8,-98.8,-0.4,15.72,17.32,0,16,0.4588,55.2483,26.2625,-30.0002,13.3937,-92.2539,15.6782,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,44,29.94172,0,0,0,0,0,0,"A"
"1620","yes",-1.402276,-1.480863,NA,-0.374465,0.76003,NA,173,18,-1.4,171,17,-1.4,2,1,0,0.2,121.5,0.3,-43.6,0.1,172.2,0.67,12.8974,28.1162,196.7316,-37.2596,50.1452,-26.2423,22.8154,-0.05695,3.62089,4.35225,1.0937,2.10308,-2.17874,-19.4,-10.3,27,-43.6,-30.9,12,24.2,20.6,15,-0.2371,0.3152,NA,-0.5866,0.2764,NA,-19.1,-84.5,-0.2,-32.1,-96.4,-0.2,13,11.81,0,16,2.4325,60.6713,7.8947,-24.0425,9.6601,-90.3754,6.6887,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,40,2.37217,0,0,0,0,0,0,"A"
"1641","yes",-1.087882,2.53839,NA,0.978908,2.106276,NA,-87.7,4,-1.1,-87.8,3,-1.1,0.1,1,0,0.1,1.3,0.1,5.2,0.1,-87.8,0,0.943,77.5061,0.4023,41.0102,1.613,92.8469,3.008,-1.51954,-1.46401,0.77268,0.32747,0.18799,0.59963,42.9,95.4,32,39.4,90.3,27,3.5,5.1,5,-2.087,-2.087,NA,1.0319,1.0319,NA,-61.3,94.3,-2.1,-61.3,94.3,-2.1,0,0,0,38,0,11.8579,0,-61.3062,0,94.2941,0,-1.1786,-0.0523,NA,0.3694,-0.5639,NA,-66.6,131,-1.2,-69.4,118,-1.2,2.8,13,0,37,0.10969,138.18367,11633.19473,-68.16735,0.67974,125.73469,10.82398,"A"
"1668","yes",-1.620136,NA,NA,0.666133,NA,NA,-87.7,3,-1.6,-87.8,3,-1.6,0.1,0,0,0,1.6,0,5.1,0.1,-87.8,0,0.1584,76.2481,0.392,43.1462,0.0182,89.6712,0.4656,-0.8237,-1.00227,0.60823,0.48277,-0.2044,1.60821,43.4,91,30,42.9,88.5,29,0.5,2.5,1,-2.0816,-2.0816,NA,1.03,1.03,NA,-61.3,94.3,-2.1,-61.3,94.3,-2.1,0,0,0,38,0,11.8579,0,-61.3062,0,94.2941,0,-1.1996,-1.1123,NA,0.022,0.1725,NA,-63.7,139,-1.2,-66.6,131,-1.2,2.9,8,0,36,0.10407,165.03846,7.60633,-65.25385,0.81744,134.80769,6.27602,"A"
"1772","yes",-0.533999,-0.060755,NA,-0.226073,-1.394027,NA,-87.3,3,-0.5,-87.8,2,-0.5,0.5,1,0,0.2,1.6,0.1,3.6,0.2,-87.5,0.02,0.1735,71.668,0.6251,43.592,0.2816,85.014,0.8306,0.44379,1.37178,2.57572,1.44493,1.69104,-0.70617,44.8,87.3,31,43.2,84.4,29,1.6,2.9,2,0.3371,11.9502,NA,0.0071,-2.9051,NA,83.8,61.4,0.3,7.7,-146.2,0.3,76.14,207.63,0,2,4.4963,95.7734,574.1149,50.9182,231.5853,8.1168,1148.1357,-1.4968,-0.2189,NA,0.202,1.0831,NA,27.7,87.1,-1.5,-46.1,-5.8,-1.5,73.8,92.91,0,38,29.42082,-100.56,10509.02694,-13.0582,719.37742,18.4794,874.40754,"A"
"1825","yes",-2.02037,13.12434,NA,-0.249289,-3.821069,NA,-87.7,3,-2,-87.8,2,-2,0.1,1,0,0.1,1.2,0.1,4.5,0.2,-87.7,0,97.4694,63.01,369.9519,-24.7652,1040.3643,10.9462,1636.3059,-1.13441,-1.57717,-1.24401,0.63342,0.01925,0.13189,37,72.7,43,-55.6,-43.9,11,92.6,116.6,32,-1.6944,-0.7678,NA,-0.1579,0.536,NA,70.7,121.4,-1.7,-76.8,-30.3,-1.7,147.52,151.68,0,7,3.7551,16.7994,8522.9154,5.6432,2451.6678,25.3445,1671.3077,-1.1757,-0.092,NA,-0.5577,1.0774,NA,33.5,91.5,-1.2,-48.1,-34.7,-1.2,81.6,126.2,0,24,23.59224,-139.32,138.54857,1.488,781.42228,-1.5242,1471.06407,"A"
"1882","yes",4.393964,58,NA,0.867969,-7.615773,NA,-87.5,3,4.4,-87.7,2,4.4,0.2,1,0,0,1.5,0.1,4.5,0.1,-87.6,0,122.1948,90.0138,784.9433,-43.0617,171.3937,-17.0762,1690.5225,2.05465,-1.23204,-1.4405,1.71066,0.34598,-0.06077,-3.4,58.9,45,-54.9,-68,12,51.5,126.9,33,1.4326,0.747,NA,-1.4787,1.3671,NA,80.5,142.9,1.4,-73,-5,1.4,153.43,147.9,0,2,5.1301,73.0812,2230.7218,38.7934,1381.1937,39.6411,1654.0412,-1.3637,-0.6341,NA,-0.3258,0.7342,NA,15.3,37.7,-1.4,-28.4,-39.2,-1.4,43.7,76.9,0,38,11.93708,-150.5,68.28947,-2.52707,194.75048,-15.36724,510.26969,"A"
"1908","yes",-0.559214,8.063736,NA,-1.041509,-1.5547,NA,-87.3,4,-0.6,-87.6,2,-0.6,0.3,2,0,0.1,1.3,0.1,4.1,0.1,-87.4,0.01,40.6936,69.787,68.5404,-2.5665,666.7429,68.6267,1314.8902,-1.31275,-0.29941,-1.20537,-0.50877,-0.94074,-0.50356,23.6,102,32,-47.9,-19.2,13,71.5,121.2,19,0.4589,-0.6896,NA,1.1379,0.1209,NA,85.6,126.4,0.5,-61.1,-14,0.5,146.68,140.35,0,3,0.6569,-56.0724,5177.0272,-14.8691,1243.7236,50.9653,1285.1279,-1.2062,-1.5863,NA,0.1018,-0.2109,NA,10.6,129,-1.2,-27.9,-49.9,-1.2,38.5,178.9,0,28,44.82041,-1.57407,25732.28686,-10.62481,147.03332,50.1037,4413.37584,"A"
"1958","yes",-0.263059,1.326417,NA,0,-1.810464,NA,-87.6,3,-0.3,-87.8,2,-0.3,0.2,1,0,0.1,1.4,0.1,4,0.2,-87.7,0,75.3476,94.0547,335.1829,-20.0008,436.4027,22.9243,2860.951,-1.42403,-1.43891,-0.6886,0.49003,-0.1495,0.4051,15.6,101,46,-42.1,-56.3,16,57.7,157.3,30,0.2565,-0.4356,NA,-0.9197,-0.1722,NA,80.6,136.5,0.3,-82.2,-23.7,0.3,162.78,160.26,0,4,2.3113,18.0558,4532.1972,24.5532,1799.1299,66.0294,1584.9328,-1.3215,-0.9837,NA,-0.4571,-0.6992,NA,6.1,119,-1.3,-11,-3.4,-1.3,17.12,122.36,0,37,6.10668,136.28302,8127.59144,-1.35245,35.5911,79.3866,1670.08978,"A"
"1979","yes",-0.551353,4.152848,NA,0.249636,-2.440735,NA,-87.6,3,-0.6,-87.8,2,-0.6,0.2,1,0,0.1,1.2,0.1,3.8,0.3,-87.7,0,14.374,79.7048,38.8551,8.6607,115.9988,101.1762,169.2882,0.38588,0.64549,1.62897,-1.28065,-1.31005,-1.55967,16.8,112,33,-18.9,66.5,18,35.7,45.5,15,-0.921,0.2634,NA,0.4381,0.8757,NA,39.6,126.4,-0.9,-55.5,8.4,-0.9,95.17,117.97,0,1,0.7904,-90.1213,649.3562,-14.1657,741.9492,55.5072,840.668,-1.4876,-1.5042,NA,0.0811,-0.2128,NA,4.3,117,-1.5,-19.5,-52,-1.5,23.76,169,0,25,60.30256,27.83333,27378.97154,-8.83476,64.59639,42.25095,3449.33455,"A"
"2008","yes",2.304744,-1.146729,NA,-0.083956,-0.946756,NA,-87.6,3,2.3,-87.8,2,2.3,0.2,1,0,0.2,1.2,0.2,2.9,0.3,-87.7,0,111.4061,98.6582,325.9251,-35.1091,29.4182,-2.9502,1270.4086,0.43691,-1.33741,-1.37088,1.05653,0.18154,0.37155,-21.2,62.7,46,-42.2,-51,14,21,113.7,32,1.9119,-0.2706,NA,-1.1863,0.164,NA,86.5,115,1.9,-5.1,-12.9,1.9,91.57,127.88,0,4,3.1057,70.2263,482.2545,54.4721,342.7607,51.5443,980.9382,-1.2786,-1.3372,NA,-0.0063,0.3372,NA,9.1,94.8,-1.3,-8.2,-59.8,-1.3,17.25,154.6,0,37,31.75892,-3.29091,28493.17306,-0.38473,26.854,3.39782,2741.87863,"A"
"2064","yes",-0.060755,-2.078006,NA,1.394027,-0.082562,NA,-88.2,3,-0.1,-88.3,2,-0.1,0.1,1,0,0.3,1.5,0.2,3.8,0.2,-88.3,0,115.2657,91.382,555.2048,-25.583,269.7106,24.162,3593.4983,-0.6341,-1.58678,-1.00968,0.94691,0.07666,0.32702,8.3,113,48,-41.9,-51.7,13,50.15,164.7,35,-0.9178,0.4961,NA,-0.5602,1.214,NA,94.7,146.5,-0.9,-67.2,0,-0.9,161.97,146.47,0,5,3.5106,16.6136,6129.8306,28.6058,1965.3052,52.0864,1462.0727,-1.0314,-0.0891,NA,0.1197,0.9132,NA,3.5,58,-1,-13.8,-66.3,-1,17.25,124.3,0,29,14.61592,-95.62,21047.58735,-5.8536,28.5239,-26.8682,1217.46433,"A"
"2144","yes",-0.999965,1.326417,NA,-0.167575,-1.810464,NA,-88.8,3,-1,-89.1,2,-1,0.3,1,0,0.1,1.5,0,3.6,0.1,-88.9,0.01,34.8657,80.2075,17.3546,0.3608,280.271,88.0623,932.1355,-0.31754,-0.54737,-1.03581,-1.05158,-0.83353,-0.78588,14.2,118,32,-37.8,16.9,16,52,101.1,16,0.1728,0.2431,NA,0.0434,-0.4925,NA,-26,9.8,0.2,-48.5,-33.2,0.2,22.52,43.08,0,5,0.2845,-117.7838,31.2275,-36.9219,20.9595,-10.0681,72.5796,-1.709,-0.8505,NA,-0.3446,-0.735,NA,16.6,109,-1.7,1.8,-35.8,-1.7,14.83,144.8,0,23,22.82221,107.26415,19279.89042,10.46019,35.45792,62.56736,2225.26627,"A"
"2166","yes",-0.532633,-1.736374,NA,0.091187,-0.587156,NA,-88.6,3,-0.5,-88.9,2,-0.5,0.3,1,0,0.2,1.6,0,1.9,0.8,-88.7,0.01,113.8113,92.2136,502.3654,-25.1386,282.6664,24.7766,3207.0458,-0.82199,-1.50245,-0.83009,0.8035,-0.04528,0.5183,9.1,108,48,-42.8,-53,13,51.94,161,35,-0.8001,-1.6945,NA,0.6353,0.2113,NA,56.4,139.1,-0.8,-54.4,-34.4,-0.8,110.8,173.55,0,11,6.065,-52.9381,5431.3594,-11.0549,1048.3828,38.3813,4058.8588,0.4873,-1.2185,NA,0.2794,0.3557,NA,20.9,61.9,0.5,6.9,-64.6,0.5,13.98,126.5,0,33,18.20455,-69.09091,26284.2241,13.96159,9.20041,-13.86614,1637.62268,"A"
"2210","yes",-1.468165,-0.903271,NA,0.11397,-0.514406,NA,-88.8,3,-1.5,-89.5,1,-1.5,0.7,2,0,0.3,1.5,0.2,3.7,1.5,-89.2,0.06,30.57,86.5239,120.0174,-14.1285,441.9808,62.2548,1989.6202,-1.6478,-0.98893,-1.38726,0.00835,-0.53087,-0.48505,14.4,115,31,-41.8,-28.2,16,56.2,143.2,15,0.9469,0.3579,NA,-0.9324,1.2742,NA,10.1,149.4,0.9,-103.8,-96.5,0.9,113.94,245.86,0,3,1.7319,-67.9718,3008.6215,-31.0327,733.5309,-18.4697,4582.3829,-0.6341,-1.0552,NA,0.3725,0.3255,NA,16.3,30.9,-0.6,9.1,-57.9,-0.6,7.24,88.8,0,34,17.03043,-77.63043,25969.43816,11.78348,3.28449,-22.53978,667.15493,"A"
"2231","yes",NA,NA,NA,NA,NA,NA,-88,5,NA,-88,5,NA,0,0,NA,0,0.5,0,5.4,0,-88,0,0.1897,0,0,0,0,0,0,NA,NA,-0.40559,NA,NA,1.27569,0,0,39,0,0,38,0,0,1,0.4674,-0.3849,NA,0.0807,0.6046,NA,-49.4,-83.6,0.5,-51.3,-85.8,0.5,1.95,2.15,0,31,0.2438,46.7657,0.6618,-50.477,0.2124,-84.8429,0.3837,-1.2276,-1.3891,NA,0.204,-0.0478,NA,-64,171,-1.2,-65.8,167,-1.2,1.8,4,0,32,3.55172,45.38621,2.55195,-64.95517,0.33042,169.24138,1.97537,"A"
"2255","yes",-0.487458,12.78655,NA,0.185095,-3.777024,NA,-87.8,5,-0.5,-88,4,-0.5,0.2,1,0,0.1,0.7,0,5.4,0,-87.9,0,0.4626,0,0,0,0,0,0,NA,NA,2.27194,NA,NA,1.33475,0,0,41,0,0,38,0,0,3,-0.623,-0.028,NA,-0.0224,0.1321,NA,-49.5,-83.2,-0.6,-51.7,-86.1,-0.6,2.17,2.93,0,31,0.2372,46.8274,0.3577,-50.5036,0.2805,-84.7715,0.3893,-1.5764,-0.9209,NA,0.3737,-0.4378,NA,-62.8,170,-1.6,-65.5,167,-1.6,2.7,3,0,33,0.92177,46.46735,2.19558,-64.23061,1.02175,168.85714,1.04167,"A"
"2282","yes",-2.090909,0.65132,NA,1.033274,-1.620318,NA,-87.9,5,-2.1,-87.9,4,-2.1,0,1,0,0.2,0.7,0,5,0.1,-87.9,0,1.0916,0,0,0,0,0,0,NA,NA,-0.1631,NA,NA,-0.14725,0,0,41,0,0,36,0,0,5,-0.3961,-0.5464,NA,-0.1722,0.1091,NA,-49.4,-83.4,-0.4,-51.8,-85.8,-0.4,2.32,2.43,0,30,0.2553,46.9874,0.4364,-50.5798,0.2991,-84.5758,0.3359,-0.2096,2.1522,NA,-0.8201,0.616,NA,-62.5,168,-0.2,-63.2,165,-0.2,0.7,3,0,33,0.07956,49.5617,0.16241,-62.75532,0.04383,165.97872,0.3691,"A"
"2314","yes",-0.420582,1.216445,NA,1.264775,-1.779168,NA,-87.8,5,-0.4,-87.9,4,-0.4,0.1,1,0,0.1,0.8,0,4.9,0,-87.9,0,0.2478,0,0,0,0,0,0,NA,NA,-1.95356,NA,NA,0.36523,0,0,39,0,0,38,0,0,1,-0.3705,0.5827,NA,0.3358,-0.4423,NA,-49.7,-84,-0.4,-51.4,-86.6,-0.4,1.8,2.61,0,31,0.2536,46.4644,0.2479,-50.6338,0.1817,-84.9552,0.2838,-0.7514,-2.093,NA,-0.2907,0,NA,-61.5,166,-0.8,-62.5,165,-0.8,1,1,0,32,0.1256,49.30652,0.05885,-61.96739,0.07469,165.5,0.25556,"A"
"2422","yes",21,2.777851,NA,0,-2.156553,NA,-88.2,5,21,-88.4,4,21,0.2,1,0,0.1,0.5,0,5.7,0,-88.3,0,0.0454,0,0,0,0,0,0,NA,NA,18.80131,NA,NA,4.46409,0,0,39,0,0,38,0,0,1,-0.1099,0.0928,NA,0.4375,-0.342,NA,-49.7,-82.9,-0.1,-52.4,-86.2,-0.1,2.72,3.3,0,30,0.1395,46.7618,0.8257,-51.0736,0.3705,-84.3337,0.5158,-0.8287,18.8013,NA,0.0734,4.4641,NA,-57.9,165,-0.8,-59,164,-0.8,1.1,1,0,33,0.02326,49.08372,0.09616,-58.50233,0.08404,164.04651,0.0454,"A"
"2449","yes",-1.353727,22.330729,NA,0.479629,-4.841323,NA,-88,5,-1.4,-88.2,4,-1.4,0.2,1,0,0,0.5,0,5.6,0.1,-88.1,0.01,0.02,0,0,0,0,0,0,NA,NA,50,NA,NA,7.07107,0,0,39,0,0,38,0,0,1,-0.495,3.5575,NA,0.1967,1.8951,NA,-49.5,-76.8,-0.5,-52.8,-84.7,-0.5,3.3,7.94,0,29,0.1976,48.4622,3.7862,-51.3377,0.6919,-82.6987,3.1908,-0.6817,-1.1356,NA,0.6493,0,NA,-56.4,165,-0.7,-58.1,163,-0.7,1.7,2,0,33,0.06082,49.868,0.76916,-57.402,0.24755,163.6,0.28571,"A"
"2478","yes",2.488644,2.488644,NA,2.097857,-2.097857,NA,-87.9,5,2.5,-88,4,2.5,0.1,1,0,0.1,0.7,0,4.9,0,-88,0,0.0179,0,0,0,0,0,0,NA,NA,56,NA,NA,7.48331,0,0,39,0,0,38,0,0,1,1.3714,0.7608,NA,-0.9324,0.8774,NA,-44.2,-68.4,1.4,-56.2,-84.5,1.4,11.98,16.15,0,30,0.3607,55.6135,18.6834,-48.5504,5.3092,-78.7809,12.7213,-1.4473,-0.615,NA,0.2801,-1.1867,NA,-55.1,163,-1.4,-56.8,162,-1.4,1.7,1,0,33,0.06753,51.03571,0.04379,-55.9875,0.2713,162.75,0.19091,"A"
"2505","yes",-2.04042,1.502757,NA,-0.203049,-1.049496,NA,-88,6,-2,-88.1,4,-2,0.1,2,0,0.2,0.5,0,5.3,0,-88,0,0.0565,0,0,0,0,0,0,NA,NA,13.46195,NA,NA,-3.86461,0,0,38,0,0,37,0,0,1,0.244,2.2234,NA,0.2228,-1.1415,NA,-48.2,-74.8,0.2,-52.2,-81.3,0.2,3.99,6.52,0,30,0.0965,56.3392,2.4863,-50.2073,0.6333,-76.8439,1.6834,-1.3202,-0.9853,NA,0.0895,0.117,NA,-51.8,167,-1.3,-54.7,164,-1.3,2.9,3,0,33,0.85412,52.73529,0.28353,-52.96863,0.6754,165.70588,0.81176,"A"
"2574","yes",0.120005,NA,NA,1.454956,NA,NA,-87.9,5,0.1,-88,5,0.1,0.1,0,0,0,0.6,0,5.2,0,-88,0,0.181,0,0,0,0,0,0,NA,NA,-0.27963,NA,NA,-1.3163,0,0,38,0,0,37,0,0,1,5.2126,0.6489,NA,1.1441,-0.737,NA,-47.7,-73.4,5.2,-52.5,-81.6,5.2,4.78,8.25,0,29,0.2172,55.5803,4.6332,-50.6966,0.5711,-77.1028,3.2052,-0.8079,-2.0816,NA,-0.4242,0,NA,-48.4,160,-0.8,-49.3,159,-0.8,0.9,1,0,33,0.17609,55.89231,0.8121,-48.82692,0.06554,159.5,0.2549,"A"
"2675","yes",-1.121477,2.949202,NA,0.148219,2.194794,NA,-93.9,4,-1.1,-94.1,3,-1.1,0.2,1,0,0.1,1.7,0,7.7,0.1,-94,0.01,0,-138.1818,0.1522,9.1755,0.1165,-167.8636,0.1205,-1.04555,2.9492,NA,0.04472,2.19479,NA,9.8,-167,34,8.6,-168,34,1.17,1,0,0.8633,-0.1455,NA,0.9093,-0.0806,NA,52.8,65.8,0.9,0,-69.2,0.9,52.79,135.02,0,4,0.9064,121.8832,256.0456,19.5808,118.8123,9.943,882.9993,-0.7925,-2.0124,NA,0.1367,0.2851,NA,-63.7,-138,-0.8,-64.2,-139,-0.8,0.5,1,0,36,0,14.12273,0.07947,-63.92045,0.0212,-138.56818,0.25106,"A"
"2835","yes",-1.249047,1.216445,NA,0.073993,1.779168,NA,-93.4,4,-1.2,-93.8,3,-1.2,0.4,1,0,0.1,1,0.1,7.2,0.2,-93.6,0.02,0,-143.6087,0.2435,1.8211,0.0275,-173.2826,0.2072,-0.86061,-1.05073,NA,0.54671,-0.99847,NA,2.2,-173,34,1.6,-174,34,0.59,1,0,0.14,0.4711,NA,0.2242,-0.4741,NA,57.1,143.7,0.1,-35.8,-5.8,0.1,92.89,149.54,0,3,0.9415,37.2307,4944.7132,3.9196,420.836,79.2668,1058.7447,1.8443,-0.755,NA,-1.6908,0.713,NA,44.8,139,1.8,15.9,75,1.8,28.9,64,0,29,3.28696,14.24609,413.0051,38.32174,57.50441,97.37826,399.43774,"A"
"2908","yes",-0.210458,5.791962,NA,0.354218,2.74986,NA,-93.5,4,-0.2,-93.8,3,-0.2,0.3,1,0,0.1,1.6,0,7.3,0.2,-93.7,0,46.1506,-151.62,22.0363,16.5242,292.0427,-173.44,15.7208,-0.47906,1.97939,-0.0666,0.88416,1.68721,-1.01584,56.8,-161,33,0.7,-176,10,56.15,15,23,-0.5342,0.8324,NA,0.104,-1.3726,NA,50.6,150.8,-0.5,-43.8,-120,-0.5,94.46,270.84,0,2,0.2371,41.9338,2101.3659,1.1414,517.0169,70.4944,5295.4585,0.6914,-1.0644,NA,-1.228,0.2339,NA,40.2,161,0.7,-0.4,91.1,0.7,40.58,69.9,0,27,5.35347,16.3728,280.55719,28.645,115.23552,120.662,435.19832,"A"
"2954","yes",-1.211136,47,NA,0.682173,6.855655,NA,-93.5,4,-1.2,-93.8,3,-1.2,0.3,1,0,0,1.3,0,7,0.1,-93.7,0.01,75.4635,38.4064,290.1776,33.117,250.9765,24.7128,182.859,-0.94001,-0.20769,-1.45627,0.07839,0.96238,0.24023,62.8,58.5,35,6.8,12.5,9,55.97,46,26,0.9877,-0.4194,NA,-0.6478,0.0343,NA,76.4,134.9,1,-88.1,-30.2,1,164.5,165.1,0,2,0.9306,69.621,3024.4766,3.3303,1056.1618,63.4099,1460.587,-1.0081,-0.0949,NA,-0.6492,-1.2772,NA,42.7,178,-1,-44.9,-180,-1,87.6,358,0,30,39.53099,26.13298,562.11167,12.84426,858.22337,63.70638,15710.93365,"A"
"2981","yes",-0.71292,8.025296,NA,0.129287,3.11326,NA,-93.6,4,-0.7,-93.8,3,-0.7,0.2,1,0,0.1,1.3,0,7.8,0.1,-93.7,0,15.6525,149.3667,657.8546,61.4396,30.5505,130.0271,597.1799,-1.51926,0.84636,1.34736,-0.03484,-1.30925,-1.31431,69.3,152,34,53.6,63.2,17,15.7,88.8,17,2.0657,-1.1649,NA,0.8733,-0.1576,NA,115,116.6,2.1,-46.2,-130.8,2.1,161.19,247.36,0,1,0.6662,88.8559,1268.7001,8.9425,899.4566,-2.6937,4381.3126,-1.3999,-1.9294,NA,-0.2969,-0.3044,NA,40.8,179,-1.4,-57.5,-180,-1.4,98.3,359,0,38,47.95745,40.76083,474.4585,-1.60938,1170.70584,12.34583,25260.8302,"A"
"3008","yes",-1.790088,-1.153964,NA,0.256373,0.946538,NA,-93.5,4,-1.8,-93.7,3,-1.8,0.2,1,0,0.2,1.1,0.1,7.7,0.1,-93.6,0.01,85.8138,52.175,450.3577,7.4038,1884.5648,21.1996,806.3071,-1.55126,0.82544,-1.27179,0.03959,1.20989,0.16069,68.7,100,38,-49.3,-10.4,9,118,110.4,29,-0.311,-0.6157,NA,-0.2559,-0.3225,NA,50.8,149.9,-0.3,-66.5,6.6,-0.3,117.35,143.39,0,1,0.4996,32.8247,4272.8407,0.4234,660.0132,86.6358,1357.5625,-1.553,-0.9836,NA,-0.0662,-0.9508,NA,50.8,179,-1.6,-57.4,-179,-1.6,108.2,358,0,34,48.28191,38.74979,566.31643,-0.90333,1518.43485,55.44792,20034.75531,"A"
"3105","yes",-1.349204,-0.758615,NA,0.341669,1.128445,NA,-93.1,4,-1.3,-93.3,3,-1.3,0.2,1,0,0.2,1.3,0.1,7.7,0.1,-93.2,0.01,70.0902,101.338,475.7277,-48.094,123.0679,-10.8806,876.5991,0.47042,-1.26751,-1.34483,1.37195,0.15761,0.09784,-19.6,42.8,37,-57.5,-52.1,11,37.9,94.9,26,0.2088,-0.8809,NA,0.1019,0.2272,NA,64,138.7,0.2,-41.3,0,0.2,105.31,138.66,0,1,0.7547,53.1401,3550.4099,7.6997,610.6195,75.4599,1382.2966,0.4803,-1.4929,NA,-1.2432,-0.1326,NA,61.2,139,0.5,26.2,38.6,0.5,35,100.4,0,25,11.09224,10.7158,1255.36103,51.638,93.06485,91.224,1196.67411,"A"
"3133","yes",3.068386,15.732072,NA,1.85825,1.194481,NA,-92.8,4,3.1,-93.3,2,3.1,0.5,2,0,0.1,1.5,0,7.7,0.3,-93.2,0.02,50.0724,70.1019,29.7359,2.2444,453.773,72.8538,432.7786,-0.44254,-0.66513,-1.41106,-0.80242,-0.6675,-0.42355,26.1,97,35,-46.5,25,13,72.6,72,22,0.562,-0.4686,NA,-0.9942,0.2842,NA,52,126.6,0.6,-87.6,-107.3,0.6,139.61,233.89,0,2,1.075,93.9914,1720.9999,1.8564,1165.6815,10.1159,3249.6985,-0.8079,-1.1744,NA,0.5752,0.1969,NA,25.6,143,-0.8,-44.9,138,-0.8,70.5,5,0,42,14.44155,81.91346,29.91648,-20.48308,433.8046,140.69231,2.29563,"A"
"3330","yes",-1.8935,4.136813,NA,-0.443717,1.219157,NA,-88.1,6,-1.9,-88.2,4,-1.9,0.1,2,0,0.1,0.4,0,4.6,0.2,-88.1,0,0.2558,0,0,0,0,0,0,NA,NA,-2.09756,NA,NA,-0.04822,0,0,38,0,0,37,0,0,1,0.7424,1.1133,NA,-0.1713,-0.4337,NA,-49.2,-73.5,0.7,-52.4,-80.7,0.7,3.24,7.23,0,30,0.2248,56.0959,3.885,-50.7573,0.4391,-76.5921,2.2126,-1.2086,-2.0976,NA,0.4587,-0.0482,NA,-44.3,160,-1.2,-45.3,159,-1.2,1,1,0,33,0.02326,53.06279,0.05858,-44.94884,0.10684,159.51163,0.25581,"A"
